slot,cell_id,ue_id,sinr_db,se_bps_hz,n_layers
2,3,20,48.91,16.2490,2
2,3,21,23.82,7.9199,2
2,3,22,-20.27,0.0135,2
2,3,23,15.01,5.0302,2
2,3,24,-5.67,0.3462,2
2,3,25,-24.94,0.0046,2
2,3,26,-8.62,0.1857,2
2,3,27,-18.85,0.0187,2
2,3,28,-30.15,0.0014,2
2,3,29,-10.29,0.1290,2
2,3,30,-0.29,0.9533,2
2,3,31,-2.15,0.6861,2
2,3,32,5.56,2.2021,2
2,3,33,1.11,1.1961,2
2,3,34,-10.43,0.1250,2
2,3,35,1.64,1.2978,2
2,3,36,-12.42,0.0804,2
2,3,37,-28.16,0.0022,2
2,3,38,-9.46,0.1548,2
2,3,39,-32.89,0.0007,2
2,3,40,-15.73,0.0381,2
2,3,41,-1.55,0.7658,2
2,4,0,-22.17,0.0087,2
2,4,1,-31.85,0.0009,2
2,4,2,-28.26,0.0022,2
2,4,3,-8.38,0.1958,2
2,4,4,-24.46,0.0052,2
2,4,5,4.14,1.8462,2
2,4,6,-17.03,0.0283,2
2,4,7,-18.93,0.0183,2
2,4,8,-11.70,0.0945,2
2,4,9,-23.92,0.0058,2
2,4,10,-28.34,0.0021,2
2,4,11,-0.61,0.9027,2
2,4,12,-27.64,0.0025,2
2,4,13,-20.16,0.0138,2
2,4,14,-36.63,0.0003,2
2,4,15,-30.58,0.0013,2
2,4,16,-24.95,0.0046,2
2,4,17,-18.81,0.0188,2
2,4,18,-18.47,0.0204,2
2,4,19,-31.49,0.0010,2
2,4,20,-0.89,0.8594,2
2,4,21,-21.16,0.0110,2
2,4,22,-25.14,0.0044,2
