name,seed,snr_db,reward,acc,delay,energy,backlog,vio,vio_excess,sec
causal,0,0.0,110.26364514073853,0.15310535330232938,1.5056852682268747,0.1018907390245462,0.094,0.20491803278688525,0.0,4.380376100540161
causal,1,0.0,116.62821438534921,0.14531921149977672,1.3931193280456995,0.0945211105881736,0.079,0.1716867469879518,0.0,4.158636093139648
causal,2,0.0,105.20832377733238,0.15871194966776261,1.5641395574620114,0.10003622099151493,0.0876,0.24085365853658536,0.0,4.386751890182495
ucb,0,0.0,87.06346867475025,0.129196423886647,1.678670139604951,0.12974232887939083,0.1022,0.3524590163934426,0.0,4.318524122238159
ucb,1,0.0,90.10267495518164,0.1595087345394517,1.6551404352523913,0.1399536920390515,0.0878,0.43373493975903615,0.0,4.168537139892578
ucb,2,0.0,80.73067035919219,0.1385215011865804,1.7161381972112613,0.14045752856609062,0.0904,0.42378048780487804,0.0,4.185002088546753
dts,0,0.0,82.05431495290875,0.1533984214783961,1.7598106502783986,0.1428947278423999,0.1044,0.40437158469945356,0.0,921.8536860942841
dts,1,0.0,87.64350190058019,0.15206722354036867,1.657417110564586,0.1388776428923855,0.087,0.4246987951807229,0.0,5.558542728424072
dts,2,0.0,75.63314985940978,0.15807176918398128,1.8313918973505134,0.15085797252613892,0.095,0.47560975609756095,0.0,5.414581060409546
gdo,0,0.0,94.52579183983774,0.1980222222688737,1.7885326983147718,0.12255001382564629,0.1068,0.32786885245901637,0.0,5.347309827804565
gdo,1,0.0,106.35822160926381,0.18977909497923,1.5832090754605346,0.11112422775659915,0.0854,0.2740963855421687,0.0,5.216599225997925
gdo,2,0.0,98.74128439005095,0.19402274509569853,1.6996632675474772,0.11135120399542243,0.0928,0.29573170731707316,0.0,5.172588109970093
dqn,0,0.0,77.56928134064961,0.15764870526237976,1.837198780199841,0.1490435064138603,0.107,0.4426229508196721,0.0,6.388028860092163
dqn,1,0.0,83.9681207133075,0.1618063863952024,1.7304309818377792,0.14537214521266864,0.0904,0.4427710843373494,0.0,5.6095130443573
dqn,2,0.0,80.07542345262455,0.15659086076080495,1.7704622864504054,0.14169445173182424,0.0932,0.43902439024390244,0.0,1043.5077402591705
ppo,0,0.0,76.2379844749236,0.14998214315634933,1.78822213239262,0.14870935045924447,0.1052,0.45901639344262296,0.0,5.086339950561523
ppo,1,0.0,88.49217506610358,0.15068264017940447,1.6660394504072678,0.14024377133399105,0.0884,0.4229607250755287,0.0,4.746554136276245
ppo,2,0.0,83.011494763836,0.15859163561645478,1.7434152890391,0.1411597271836556,0.09,0.43902439024390244,0.0,5.023681879043579
mappo,0,0.0,78.25440902862478,0.15704854474793534,1.815451994267788,0.14940319023012147,0.1068,0.4262295081967213,0.0,4.148850202560425
mappo,1,0.0,91.96570012514984,0.15125966798837095,1.6279961147294533,0.13872776681966287,0.0842,0.3795180722891566,0.0,4.112231969833374
mappo,2,0.0,84.07741201473092,0.15893418889864108,1.7338456369139363,0.14686125652368084,0.0912,0.4420731707317073,0.0,4.1398069858551025
cto,0,0.0,110.22287685740399,0.15200594348493546,1.4963937396697518,0.10186101588844973,0.0938,0.2103825136612022,0.0,4.172943830490112
cto,1,0.0,114.80014362971119,0.15126745311059914,1.4158940088346295,0.09641738983366406,0.0798,0.19578313253012047,0.0,4.090284109115601
cto,2,0.0,108.85949843898983,0.15868754890117756,1.5140729094290017,0.09814912056807892,0.0846,0.23170731707317074,0.0,933.7110471725464
causal,0,2.0,117.52185623651441,0.16721371416774392,1.4627870561498726,0.09516781999427756,0.093,0.20491803278688525,0.0,4.470948934555054
causal,1,2.0,127.80140901216554,0.17472305522594483,1.3518629213718578,0.08995625634973957,0.0766,0.15060240963855423,0.0,4.116299867630005
causal,2,2.0,114.80039807622344,0.1742010867985898,1.4868254326759487,0.09504556779648553,0.0842,0.2225609756097561,0.0,4.102250099182129
ucb,0,2.0,92.6750894621351,0.13492771923742836,1.631210524180338,0.12888552011660023,0.0996,0.3333333333333333,0.0,4.322068929672241
ucb,1,2.0,100.92169809611032,0.16235427058118593,1.556142822853574,0.130210172401519,0.0842,0.37349397590361444,0.0,4.194016933441162
ucb,2,2.0,91.77028390121144,0.15340978460117752,1.6518517452901802,0.13521410487920915,0.088,0.38109756097560976,0.0,4.195588827133179
dts,0,2.0,92.46537449971653,0.1566638745897263,1.6703812417952082,0.1375495272669995,0.1,0.3633879781420765,0.0,4.871823787689209
dts,1,2.0,96.9183506820919,0.1589708758446568,1.588971306179178,0.1321864243197654,0.0848,0.3855421686746988,0.0,5.325638055801392
dts,2,2.0,85.42576677669263,0.16505785223702144,1.7501570487653855,0.1435009948442642,0.0926,0.42378048780487804,0.0,1057.2164871692657
gdo,0,2.0,106.59103645554615,0.2066504745297257,1.6658576007324888,0.11560058097823492,0.0984,0.2814207650273224,0.0,5.071860313415527
gdo,1,2.0,119.84453637464172,0.2046804889351436,1.5012276277890257,0.10388589401608328,0.0816,0.21686746987951808,0.0,4.174379110336304
