name,seed,snr_db,reward,acc,delay,energy,backlog,vio,vio_excess,sec
causal,0,2.0,117.52185623651441,0.16721371416774392,1.4627870561498726,0.09516781999427756,0.093,0.20491803278688525,0.0,4.400133848190308
causal,1,2.0,127.80140901216554,0.17472305522594483,1.3518629213718578,0.08995625634973957,0.0766,0.15060240963855423,0.0,4.148114204406738
causal,2,2.0,114.80039807622344,0.1742010867985898,1.4868254326759487,0.09504556779648553,0.0842,0.2225609756097561,0.0,4.135494947433472
ucb,0,2.0,92.6750894621351,0.13492771923742836,1.631210524180338,0.12888552011660023,0.0996,0.3333333333333333,0.0,4.211393117904663
ucb,1,2.0,100.92169809611032,0.16235427058118593,1.556142822853574,0.130210172401519,0.0842,0.37349397590361444,0.0,4.234198093414307
ucb,2,2.0,91.77028390121144,0.15340978460117752,1.6518517452901802,0.13521410487920915,0.088,0.38109756097560976,0.0,4.129015922546387
dts,0,2.0,92.46537449971653,0.1566638745897263,1.6703812417952082,0.1375495272669995,0.1,0.3633879781420765,0.0,4.275931119918823
dts,1,2.0,96.9183506820919,0.1589708758446568,1.588971306179178,0.1321864243197654,0.0848,0.3855421686746988,0.0,4.151695013046265
dts,2,2.0,85.42576677669263,0.16505785223702144,1.7501570487653855,0.1435009948442642,0.0926,0.42378048780487804,0.0,4.162689924240112
gdo,0,2.0,106.59103645554615,0.2066504745297257,1.6658576007324888,0.11560058097823492,0.0984,0.2814207650273224,0.0,4.160652160644531
gdo,1,2.0,119.84453637464172,0.2046804889351436,1.5012276277890257,0.10388589401608328,0.0816,0.21686746987951808,0.0,4.426401138305664
gdo,2,2.0,107.17188636962756,0.20162204814652723,1.6280323526299478,0.10776808338365258,0.089,0.28353658536585363,0.0,4.0880231857299805
dqn,0,2.0,88.340868931911,0.16000733267136014,1.6834474748129389,0.14208301746849497,0.0986,0.37158469945355194,0.0,5.762076377868652
dqn,1,2.0,95.57602276140877,0.16330269244014378,1.6281373285734682,0.13549395863212646,0.0874,0.3825301204819277,0.0,5.742062091827393
dqn,2,2.0,91.57301058760146,0.1551399614910381,1.6554391597707403,0.13398020638173097,0.0892,0.3932926829268293,0.0,5.8715198040008545
ppo,0,2.0,88.02177085657367,0.1529334879602274,1.6784400937715813,0.1402987194021098,0.1002,0.40710382513661203,0.0,4.811532020568848
ppo,1,2.0,96.3857796016773,0.15573926820633255,1.6129043989145797,0.13479730140894816,0.0866,0.3825301204819277,0.0,4.578152894973755
ppo,2,2.0,95.1604267082025,0.16359928859228967,1.6376704228105556,0.13241899471959748,0.0862,0.38414634146341464,0.0,4.914302110671997
mappo,0,2.0,89.29110626406602,0.16315734183765895,1.7125657296281942,0.1417428887512194,0.101,0.40710382513661203,0.0,4.237628936767578
mappo,1,2.0,101.49742551624702,0.1574366179626102,1.5544856185449292,0.13352286610937178,0.0814,0.3192771084337349,0.0,4.425300121307373
mappo,2,2.0,93.5841212080352,0.16358548982883261,1.6396374722564828,0.13947698311749682,0.087,0.4115853658536585,0.0,4.2195611000061035
cto,0,2.0,117.93411789105527,0.16599962263957688,1.4554725080023803,0.0948684290729842,0.0926,0.20218579234972678,0.0,4.181239128112793
cto,1,2.0,127.81954129938168,0.172224860796774,1.3474767385815278,0.0900280113486595,0.077,0.14759036144578314,0.0,4.2124810218811035
cto,2,2.0,113.57577804783445,0.17263370032898773,1.5010643331476516,0.09600990486556772,0.086,0.2225609756097561,0.0,4.205739974975586
causal,0,4.0,125.34749679869526,0.1873520105931542,1.4256118112327048,0.09493467784956366,0.0916,0.17486338797814208,0.0,4.4702489376068115
causal,1,4.0,134.13588911133965,0.18623620545869246,1.3182632842553004,0.08786232013558529,0.0766,0.11144578313253012,0.0,4.30402398109436
causal,2,4.0,124.21751805320646,0.18287678816672345,1.407953285838033,0.09321310068383323,0.0812,0.18292682926829268,0.0,4.2415759563446045
ucb,0,4.0,100.2131925329207,0.14172017658867023,1.5731245162248204,0.12414343521928832,0.0982,0.319672131147541,0.0,4.30416464805603
ucb,1,4.0,111.05757904110959,0.15915417940688995,1.4468787380370425,0.12105917640438371,0.0792,0.3072289156626506,0.0,4.5637030601501465
ucb,2,4.0,100.00160527304952,0.15445381419306745,1.5570638300962705,0.1289837802550871,0.0844,0.34146341463414637,0.0,4.295375108718872
dts,0,4.0,101.53616078558002,0.1634666015048108,1.5923525674231016,0.12795604418684375,0.0974,0.34153005464480873,0.0,4.579535961151123
dts,1,4.0,107.60731688863278,0.15996485675512634,1.4830650620765298,0.12614976005222456,0.0798,0.3253012048192771,0.0,4.226686954498291
